RegionID,State,City,Lat,Lng,Year,Month,Price
394367, LA,Baton Rouge,30.4514677,-91.18714659999999,2014,02,1016
394521, OH,Dayton,39.7589478,-84.1916069,2014,02,818
394486, SC,Columbia,34.0007104,-81.0348144,2014,02,954
394648, NC,Greensboro,36.0726354,-79.7919754,2014,02,988
394304, OH,Akron,41.0814447,-81.51900529999999,2014,02,748
753906, FL,North Port-Sarasota-Bradenton,27.3959334,-82.5185837,2014,02,1420
394798, AR,Little Rock,34.7464809,-92.28959479999999,2014,02,828
395134, CA,Stockton,37.9577016,-121.2907796,2014,02,1332
394457, SC,Charleston,32.7764749,-79.93105120000001,2014,02,1153
395143, NY,Syracuse,43.0481221,-76.14742439999999,2014,02,853
394484, CO,Colorado Springs,38.8338816,-104.8213634,2014,02,1049
395235, NC,Winston-Salem,36.09985959999999,-80.244216,2014,02,1001
395224, KS,Wichita,37.68717609999999,-97.33005299999999,2014,02,753
395115, MA,Springfield,42.1014831,-72.589811,2014,02,1142
394440, FL,Fort Myers,26.640628,-81.8723084,2014,02,1156
394399, ID,Boise City,43.6150186,-116.2023137,2014,02,889
395160, OH,Toledo,41.6528052,-83.5378674,2014,02,762
394816, WI,Madison,43.0730517,-89.4012302,2014,02,1109
394766, FL,Lakeland,28.0394654,-81.9498042,2014,02,1039
394931, UT,Ogden,41.223,-111.9738304,2014,02,943
394528, FL,Daytona Beach,29.2108147,-81.0228331,2014,02,1008
394531, IA,Des Moines,41.5868353,-93.6249593,2014,02,1019
394711, MS,Jackson,32.2987573,-90.1848103,2014,02,1120
395245, OH,Youngstown,41.0997803,-80.6495194,2014,02,609
394352, GA,Augusta,33.4734978,-82.0105148,2014,02,948
395075, PA,Scranton,41.408969,-75.66241219999999,2014,02,653
394666, PA,Harrisburg,40.2731911,-76.8867008,2014,02,994
394957, FL,Melbourne,28.0836269,-80.60810889999999,2014,02,999
395113, WA,Spokane,47.6587802,-117.4260465,2014,02,940
395006, UT,Provo,40.2338438,-111.6585337,2014,02,987
394549, NC,Durham,35.9940329,-78.898619,2014,02,1162
394995, FL,Port St. Lucie,27.2730492,-80.3582261,2014,02,1189
394602, CO,Fort Collins,40.5852602,-105.084423,2014,02,1184
394405, CO,Boulder,40.0149856,-105.2705456,2014,02,1507
394645, CO,Greeley,40.4233142,-104.7091322,2014,02,1179
394623, GA,Gainesville,34.2978794,-83.8240663,2014,02,979
102001,,United States,37.09024,-95.712891,2014,03,1388
394913, NY,New York,40.7127753,-74.0059728,2014,03,2403
753899, CA,Los Angeles-Long Beach-Anaheim,34.0522166,-118.2436619,2014,03,1865
394463, IL,Chicago,41.8781136,-87.6297982,2014,03,1522
394514, TX,Dallas-Fort Worth,32.7078751,-96.9209135,2014,03,1214
394974, PA,Philadelphia,39.9525839,-75.1652215,2014,03,1346
394692, TX,Houston,29.7604267,-95.3698028,2014,03,1261
395209, DC,Washington,38.9071923,-77.0368707,2014,03,1862
394856, FL,Miami-Fort Lauderdale,26.3013917,-80.6326916,2014,03,1570
394347, GA,Atlanta,33.7489954,-84.3879824,2014,03,1141
394404, MA,Boston,42.3600825,-71.0588801,2014,03,2022
395057, CA,San Francisco,37.7749295,-122.4194155,2014,03,2243
394532, MI,Detroit,42.331427,-83.0457538,2014,03,1046
395025, CA,Riverside,33.9806005,-117.3754942,2014,03,1468
394976, AZ,Phoenix,33.4483771,-112.0740373,2014,03,1011
395078, WA,Seattle,47.6062095,-122.3320708,2014,03,1379
394865, MN,Minneapolis-St Paul,44.9374831,-93.20099979999999,2014,03,1216
395056, CA,San Diego,32.715738,-117.1610838,2014,03,1700
395121, MO,St. Louis,38.6270025,-90.19940419999999,2014,03,964
395148, FL,Tampa,27.950575,-82.4571776,2014,03,1144
394358, MD,Baltimore,39.2903848,-76.6121893,2014,03,1518
394530, CO,Denver,39.7392358,-104.990251,2014,03,1220
394982, PA,Pittsburgh,40.44062479999999,-79.9958864,2014,03,1010
394998, OR,Portland,45.5051064,-122.6750261,2014,03,1180
394458, NC,Charlotte,35.2270869,-80.8431267,2014,03,1142
395045, CA,Sacramento,38.5815719,-121.4943996,2014,03,1247
395055, TX,San Antonio,29.4241219,-98.49362819999999,2014,03,1076
394943, FL,Orlando,28.5383355,-81.3792365,2014,03,1221
394466, OH,Cincinnati,39.1031182,-84.5120196,2014,03,991
394475, OH,Cleveland,41.49932,-81.6943605,2014,03,985
394735, MO,Kansas City,39.0997265,-94.5785667,2014,03,964
394775, NV,Las Vegas,36.1699412,-115.1398296,2014,03,1042
394492, OH,Columbus,39.9611755,-82.99879419999999,2014,03,1020
394705, IN,Indianapolis,39.768403,-86.158068,2014,03,1042
395059, CA,San Jose,37.3382082,-121.8863286,2014,03,2183
394355, TX,Austin,30.267153,-97.7430608,2014,03,1236
395194, VA,Virginia Beach,36.8529263,-75.97798499999999,2014,03,1186
394902, TN,Nashville,36.1626638,-86.7816016,2014,03,1191
395005, RI,Providence,41.8239891,-71.4128343,2014,03,1162
394862, WI,Milwaukee,43.0389025,-87.9064736,2014,03,990
394714, FL,Jacksonville,30.3321838,-81.65565099999999,2014,03,1091
394849, TN,Memphis,35.1495343,-90.0489801,2014,03,1108
394935, OK,Oklahoma City,35.4675602,-97.5164276,2014,03,968
394807, KY,Louisville-Jefferson County,38.2526647,-85.7584557,2014,03,812
394669, CT,Hartford,41.7658043,-72.6733723,2014,03,1143
395022, VA,Richmond,37.5407246,-77.4360481,2014,03,1070
394910, LA,New Orleans,29.95106579999999,-90.0715323,2014,03,1073
394425, NY,Buffalo,42.88644679999999,-78.8783689,2014,03,896
395012, NC,Raleigh,35.7795897,-78.6381787,2014,03,1223
394388, AL,Birmingham,33.5185892,-86.8103567,2014,03,965
395053, UT,Salt Lake City,40.7607793,-111.8910474,2014,03,1071
395031, NY,Rochester,43.15657789999999,-77.6088465,2014,03,944
394640, MI,Grand Rapids,42.9633599,-85.6680863,2014,03,870
